4,2,14,15,12,5,1
3,3,21,14,4.5,3,1
3,2,17,18,12,5,1
2,3,17,14,4.25,3,1
3,2,17,15,4.25,4,1
3,3,20,12,4.5,6,1
3,2,18,12,4.5,4,1
3,2,15,15,12,5,1
1,3,13,12,12,6,1
3,3,21,12,4.5,6,1
2,2,13,18,12,2,1
2,3,18,10,12,3,1
1,3,21,15,4.5,3,0
1,3,15,20,12,3,0
2,3,17,14,4.25,3,1
3,2,18,15,4.5,2,1
2,3,14,14,4.25,9,1
2,3,23,11,4.25,3,1
2,3,23,11,4.25,3,1
2,3,14,20,4.25,3,1
3,1,23,13,4.25,3,1
3,2,13,21,4.5,2,1
2,2,16,10,4.25,2,1
1,2,23,14,4.25,2,1
2,3,16,20,4.25,3,1
0,3,13,20,4.5,3,1
1,3,23,9,12,3,0
0,4,15,22,4.25,5,0
2,2,20,7,4.25,2,1
2,1,10,19,12,1,1
1,1,18,16,4.5,1,0
0,3,18,14,4.5,4,1
2,3,16,12,4.5,10,1
3,2,22,13,12,2,1
1,2,14,13,12,2,1
2,3,16,11,4.5,3,1
0,3,16,19,4.5,3,0
2,3,19,15,12,3,1
2,3,19,16,4.5,5,1
1,3,21,9,12,6,0
1,3,16,24,4.5,3,0
2,2,9,16,12,2,1
2,3,24,6,12,3,1
0,3,9,21,12,3,0
1,3,19,21,4.5,3,0
2,3,21,18,12,3,1
3,2,21,7,12,2,1
2,2,22,19,4.5,2,1
2,2,9,19,12,2,1
0,3,21,18,12,3,0
2,2,24,7,12,2,1
2,3,16,14,12,5,1
3,3,15,16,4.5,7,1
1,3,23,11,12,4,0
3,2,18,15,4.5,2,1
2,3,17,14,12,5,1
3,2,16,15,4.5,2,1
2,2,15,10,12,9,0
2,2,24,15,12,2,1
2,3,13,12,12,12,1
2,3,13,21,4.5,8,1
3,1,29,9,12,3,1
2,2,11,27,4.5,2,1
1,2,12,27,12,2,1
2,1,10,11,4.5,2,0
1,3,12,26,4.5,3,1
1,2,11,11,12,2,1
3,3,29,10,12,3,1
0,3,10,10,4.5,3,1
0,4,13,25,12,4,1
2,2,17,11,12,2,0
3,3,25,14,12,3,1
0,4,17,25,12,4,1
2,3,21,6,12,3,1
0,3,10,18,4.5,3,1
1,1,18,16,4.5,1,0
1,3,16,15,12,3,1
2,3,16,14,12,3,1
2,3,15,15,12,4,1
2,3,20,14,4.5,3,1
3,2,15,15,12,4,1
2,3,15,14,12,3,1
2,3,17,14,4.25,6,1
2,3,14,14,4.25,3,1
3,2,17,15,4.25,4,1
1,3,20,14,4.5,3,1
3,2,17,15,4.25,2,1
3,2,18,15,4.5,2,1
2,3,17,14,12,5,1
3,2,19,13,4.25,3,1
3,2,15,15,12,4,1
3,2,14,13,4.25,5,1
4,3,15,14,12,9,1
1,1,15,13,12,1,0
1,2,13,13,12,2,1
3,2,23,13,12,2,1
2,3,24,12,12,8,0
2,3,16,21,12,3,1
3,2,11,22,12,5,1
3,2,18,15,4.5,2,1
2,2,17,15,12,4,1
1,2,16,15,4.5,4,1
2,1,16,16,4.5,1,1
0,3,19,12,12,3,0
2,2,13,20,4.5,2,1
1,1,13,16,4.5,1,1
0,2,11,20,4.5,4,1
3,3,16,14,12,8,1
4,3,15,19,12,6,1
2,3,17,14,4.25,3,1
2,3,17,14,4.5,7,1
1,2,18,15,4.5,2,0
2,3,15,14,4.25,7,1
1,1,16,14,4.5,1,0
3,2,17,15,4.25,4,1
2,3,15,14,4.25,3,1
2,3,11,14,4.25,10,1
3,2,17,15,4.25,2,1
2,3,17,14,12,3,1
3,3,18,14,4.5,6,1
3,2,20,15,12,2,1
2,3,18,17,4.5,6,1
3,2,11,15,12,2,1
3,3,20,14,12,8,1
3,3,20,6,12,3,1
3,2,23,18,4.5,2,1
1,3,9,19,12,3,1
2,2,23,7,12,2,1
2,2,20,7,12,2,1
1,3,23,17,12,3,0
1,3,17,22,12,3,0
2,3,15,14,12,7,1
2,3,21,12,12,3,1
3,1,18,16,4.5,1,1
4,1,17,16,4.25,1,1
2,3,17,14,12,3,1
3,2,18,15,12,2,1
2,3,17,14,12,3,1
1,3,17,14,12,3,1
3,2,17,15,12,2,1
2,3,16,14,12,7,1
3,2,16,13,12,2,1
1,3,21,12,12,3,1
3,3,15,18,12,3,1
4,1,21,14,12,2,1
2,2,14,19,12,2,1
2,2,17,19,12,2,1
3,1,21,13,12,1,1
1,1,17,13,12,1,1
2,2,21,14,12,2,1
2,2,14,14,12,2,1
2,3,17,18,12,3,1
1,3,21,11,12,3,0
2,3,24,13,12,3,1
2,3,11,21,12,3,1
2,2,17,9,12,2,1
1,3,11,13,12,3,0
3,2,14,22,12,2,1
1,3,24,11,12,3,0
2,3,27,10,12,3,1
2,2,14,9,12,6,0
2,3,17,14,4.25,3,1
1,3,17,14,4.25,6,1
0,3,20,11,12,6,0
1,3,14,11,4.25,6,0
1,2,17,18,12,5,0
2,1,14,19,4.25,11,0
2,1,24,6,12,2,1
0,4,9,15,12,4,0
2,2,15,22,12,2,1
2,1,24,11,12,1,0
4,1,25,14,12,1,1
3,2,15,23,12,2,1
2,2,18,15,4.5,2,0
2,3,15,14,12,6,1
1,3,17,14,4.5,6,1
1,2,17,13,4.5,2,0
2,3,16,17,4.5,6,1
3,1,16,12,4.5,1,1
0,3,16,20,4.5,5,1
2,3,13,20,12,5,1
2,2,15,23,4.5,6,1
0,4,9,8,12,5,0
2,3,13,11,12,14,1
3,1,14,12,4.5,1,0
2,3,25,11,12,3,1
2,3,15,22,4.5,3,1
1,3,25,11,12,6,0
3,1,28,10,12,6,0
0,4,7,30,12,4,0
0,4,11,30,4.5,4,0
3,3,16,14,4.5,8,1
3,1,22,14,12,3,1
3,3,18,19,4.5,3,1
2,3,17,19,4.5,6,1
2,3,10,19,12,6,1
4,1,22,8,12,6,1
3,2,22,13,12,2,1
1,3,14,19,12,3,1
2,3,18,14,4.5,3,1
3,2,16,15,4.5,4,1
3,2,19,15,4.25,2,1
3,2,19,13,4.25,2,1
2,3,16,14,4.5,6,1
1,2,16,13,4.25,2,1
3,2,20,13,12,2,1
3,3,17,12,12,9,1
1,2,17,11,12,2,1
3,2,17,15,4.25,4,1
2,3,20,14,12,3,1
4,1,12,15,4.25,10,1
2,3,12,11,4.25,3,1
2,2,14,23,12,3,0
3,3,24,14,12,3,1
1,3,17,20,12,6,0
0,3,8,20,4.25,6,0
1,3,21,20,12,3,0
2,3,14,14,12,7,1
2,3,12,18,12,8,1
2,3,10,23,12,8,1
1,1,11,9,4.5,1,0
3,2,31,9,12,2,1
3,1,28,10,12,6,0
0,4,11,30,4.5,4,0
0,4,7,30,12,4,0
4,2,15,15,12,4,1
3,2,17,14,4.5,8,1
4,1,22,12,12,1,1
1,3,22,13,12,3,0
3,1,13,10,4.5,10,1
0,3,20,9,12,3,0
3,2,17,15,4.25,2,1
1,2,17,15,12,3,1
3,2,17,15,12,3,1
2,2,17,15,12,2,1
4,2,17,16,12,3,1
0,2,16,16,12,3,1
2,2,16,15,12,2,1
2,2,15,17,12,3,1
2,2,15,15,12,2,1
3,1,20,13,12,1,1
1,2,17,18,12,2,1
2,2,15,18,12,2,1
2,2,15,15,12,2,0
3,1,20,15,12,1,1
1,3,15,17,12,3,0
2,3,14,11,4.5,15,1
2,3,13,23,4.5,6,1
1,3,10,23,4.25,6,1
2,3,12,26,4.5,5,1
3,1,31,10,12,3,0
0,4,11,30,4.5,4,0
0,4,7,30,4.25,4,0
3,3,16,14,4.5,7,1
2,3,13,18,4.5,8,1
3,1,23,10,12,7,1
1,3,11,20,12,3,1
1,3,18,20,4.5,3,1
0,3,18,8,4.5,3,0
2,2,23,18,12,2,0
0,3,19,22,4.5,3,0
3,3,16,14,4.5,7,1
3,2,13,12,12,11,1
0,3,20,8,12,14,0
2,2,7,29,4.5,9,1
1,1,7,5,12,1,1
3,1,38,5,12,1,1
3,1,38,6,12,1,0
2,3,15,14,4.25,7,1
2,2,21,13,12,4,0
1,1,22,12,12,4,0
3,2,12,12,12,16,1
4,2,16,15,4.5,6,1
4,1,13,14,12,3,1
2,3,13,18,12,3,1
3,1,25,9,12,9,1
2,3,11,21,4.5,9,1
1,3,11,21,4.25,9,1
2,1,11,16,12,3,0
2,3,19,22,4.5,3,1
2,1,11,10,4.5,1,1
2,3,14,18,12,3,1
2,3,17,18,4.5,3,1
2,2,30,8,12,2,0
3,1,25,17,12,2,0
0,4,11,28,4.25,4,0
0,4,9,28,4.5,4,0
3,1,21,15,12,3,0
0,4,7,23,12,4,0
0,4,18,23,4.5,4,0
2,3,16,21,4.5,3,1
3,2,17,15,4.25,2,1
3,2,18,15,4.5,2,1
3,2,17,15,4.25,2,1
3,1,24,14,12,2,0
2,2,17,15,12,2,1
0,4,15,22,4.5,4,0
2,2,18,15,4.5,2,1
2,2,17,15,12,2,1
3,2,18,15,4.5,2,1
2,3,16,12,12,11,1
2,3,17,14,12,3,1
3,2,17,15,12,2,1
3,1,23,14,12,2,1
3,3,17,20,12,3,1
2,3,16,14,12,4,1
3,3,16,14,12,3,1
1,3,17,15,12,4,0
4,2,17,15,12,5,1
1,3,14,14,12,3,1
2,3,17,11,12,3,1
3,3,16,14,12,6,1
0,3,18,12,12,8,0
3,2,20,14,12,2,1
1,3,14,14,12,6,0
3,2,14,18,12,2,1
3,2,16,18,12,4,1
1,3,14,14,12,3,0
2,2,20,15,12,2,1
2,2,21,7,12,12,0
2,2,8,31,12,2,1
2,2,18,9,12,10,0
0,3,18,14,4.5,3,1
2,3,17,14,4.25,3,1
3,2,16,15,12,4,1
1,2,16,15,12,2,1
1,2,15,15,12,4,1
1,3,19,12,12,3,1
1,3,15,14,12,3,1
2,3,20,14,4.5,3,1
3,2,17,17,12,2,1
1,2,20,13,4.5,2,0
3,2,19,15,12,2,1
2,2,13,19,12,2,0
2,3,19,12,12,3,1
2,3,17,12,12,3,1
2,3,16,16,12,3,1
1,3,15,14,12,3,1
3,3,20,14,4.5,3,1
3,2,16,15,12,2,1
2,2,20,13,4.5,2,1
1,3,19,12,12,3,1
2,3,19,14,4.5,4,1
2,3,17,14,12,5,1
2,2,19,13,12,2,1
2,2,17,13,12,2,1
1,2,18,16,12,4,0
2,3,19,14,12,3,1
2,2,18,15,4.5,2,1
0,2,11,14,12,7,0
2,2,19,14,12,7,0
4,1,17,16,12,1,1
1,3,15,16,12,3,1
1,2,17,15,12,2,1
1,3,17,14,12,3,1
2,3,18,14,4.5,3,1
2,3,17,14,4.25,3,1
0,3,18,14,4.5,6,0
3,3,14,11,4.25,5,1
2,3,22,11,4.5,3,1
2,3,15,12,12,8,1
1,3,16,18,12,3,1
2,2,16,15,12,3,0
2,2,19,15,12,2,1
2,3,22,11,4.5,6,1
2,3,14,17,12,6,1
3,2,17,19,4.25,2,1
1,1,18,14,12,2,0
2,3,22,10,4.5,3,1
1,3,20,14,12,3,1
2,3,22,14,4.5,3,1
3,3,13,20,12,5,1
1,3,17,18,12,3,1
1,2,18,12,12,4,0
3,1,14,10,12,7,0
0,1,20,10,12,7,0
0,1,11,20,4.5,1,1
4,1,20,20,12,1,1
2,2,14,15,12,5,1
3,2,18,15,4.5,2,1
0,3,17,14,4.25,4,0
2,3,15,14,12,5,1
1,2,18,15,4.5,2,1
1,3,15,14,12,3,1
1,1,19,15,4.25,3,0
4,1,17,14,12,1,1
3,2,17,15,4.25,4,1
1,2,16,12,4.5,2,1
1,2,15,17,12,2,1
1,3,16,14,4.5,3,0
3,2,16,20,4.5,2,1
0,3,15,14,12,3,1
3,2,14,12,4.5,4,1
2,2,19,14,4.25,6,0
2,3,12,13,4.25,12,1
2,3,14,14,12,8,1
2,3,16,14,4.5,8,1
1,2,15,10,4.5,2,1
1,3,13,22,4.5,3,0
2,2,25,12,12,2,1
2,3,12,22,4.25,3,1
1,3,15,22,4.5,3,1
1,3,22,11,12,6,0
2,2,18,15,4.5,2,1
3,3,15,19,4.5,7,1
2,1,25,13,12,2,0
3,2,17,15,4.25,5,1
1,1,9,13,12,3,0
2,1,26,13,12,3,0
0,4,14,23,4.5,4,0
3,2,18,15,4.5,2,1
2,3,20,14,12,3,1
2,3,12,23,12,3,1
1,1,14,11,4.5,1,1
1,3,26,10,12,3,0
3,1,27,9,12,4,0
1,3,11,28,12,3,0
1,2,16,15,12,3,0
2,3,18,14,4.5,3,1
1,3,19,14,12,3,0
3,2,15,15,4.25,6,1
1,3,21,12,12,4,0
2,3,25,11,12,3,1
2,3,14,18,4.5,7,1
2,3,13,10,4.25,3,1
2,1,23,9,12,6,1
3,3,22,10,12,8,1
2,2,23,11,12,2,1
3,1,13,14,12,3,0
3,2,21,14,12,2,1
