17,3,0,0.04438502673796792,0

20,0,5,0.03597406704617331,0

20,0,5,0.011511701454775458,0

20,3,5,0.019714735427277873,0

20,0,11,0.046439940577249574,0

23,0,14,0.11097025016903313,0

17,0,3,0.051231856378915204,1

15,0,5,0.015475215475215475,1

17,0,0,0.12030075187969924,0

17,5,0,0.014896867838044309,0

22,4,5,0.055750487329434696,1

19,10,5,0.021409749670619236,0

31,0,14,0.09706959706959707,0

25,6,0,0.2923076923076923,0

22,5,3,0.8812260536398467,0

17,0,2,0.0427807486631016,0

17,0,5,0.08161308001461454,0

17,4,5,0.14917874396135264,1

17,0,12,0.03841421736158578,0

20,0,15,0.03822244623655914,0

20,0,15,0.012231182795698925,0

17,0,0,0.12030075187969924,0

17,0,0,0.12030075187969924,1

18,3,0,0.014483065953654188,0

17,0,3,0.019747899159663865,0

14,0,3,0.12303485987696514,1

21,3,3,0.11404613184368469,0

17,0,0,0.03827751196172249,1

18,2,0,0.03918783422459893,0

15,3,2,0.02810978680543898,0

20,0,5,0.05175084889643464,1

14,2,5,0.010259062890641837,0

18,0,7,0.11695906432748537,1

18,3,7,0.00912433155080214,0

16,0,10,0.13145460204283735,1

15,3,10,0.01321619756402365,0

21,0,13,0.05699733203977686,0

13,0,13,0.040277290277290274,0

17,0,0,0.12030075187969924,0

17,0,0,0.03827751196172249,0

17,6,0,0.013903743315508022,0

15,0,6,0.20005005005005005,0

14,0,6,0.27263157894736845,0

23,0,6,0.034243295019157086,0

15,0,6,0.08134384384384384,1

14,2,6,0.16320305267673688,0

23,0,8,0.019030777651467306,0

13,0,8,0.026277527825515443,0

16,0,8,0.16631544925662572,0

23,0,8,0.15894067618205548,0

10,0,15,0.04869211735595617,0

20,0,15,0.15326612903225806,0

17,1,1,0.10225563909774436,0

17,0,0,0.03827751196172249,1

18,2,0,0.03918783422459893,1

17,4,0,0.07282913165266107,1

15,7,0,0.0111388562475519,0

16,0,5,0.031281614094913326,0

14,0,5,0.212203302373581,0

19,0,8,0.15681818181818183,0

14,0,8,0.04145498882340987,1

19,2,8,0.03646396048772959,0

19,0,19,0.19568181818181818,0

9,0,19,0.18221761918212345,0

22,0,22,0.31452455590386624,0

9,0,22,0.042171200276209034,0

21,0,22,0.05887173715195188,0

9,0,25,0.0253290191314492,0

17,2,0,0.09411764705882353,0

19,4,2,0.00489247311827957,0

14,0,6,0.046670459933617826,1

17,0,0,0.012440191387559809,0

18,0,0,0.04419191919191919,1

17,2,0,0.12044817927170869,0

17,0,2,0.01906035141329259,0

16,0,2,0.1394179894179894,1

17,5,2,0.10722365869424692,1

17,0,9,0.30872069107363226,0

17,0,0,0.03827751196172249,1

18,2,0,0.12522281639928698,1

15,9,0,0.007515015015015015,0

15,0,7,0.10136422136422137,1

24,5,7,0.041443477975985715,0

10,2,12,1.3143636850953926,0

29,0,14,0.03599661208356861,0

11,0,14,0.09046509331490075,1

29,0,15,0.10033444816053512,0

13,0,17,0.0791421362489487,0

10,0,21,0.06919131004496858,0

17,0,19,0.004033613445378151,0

10,0,25,0.14042867701404288,0

21,0,22,0.0051723187207058175,0

19,0,1,0.13468013468013468,0

17,0,1,0.03841421736158578,0

16,0,1,0.01263157894736842,1

19,1,1,0.13058213716108452,0

17,0,2,0.015248281130634072,0

18,2,0,0.012558219768845955,0

17,0,2,0.0427807486631016,0

17,0,0,0.12030075187969924,1

18,3,0,0.1437908496732026,0

17,0,3,0.1396103896103896,0

17,0,0,0.03827751196172249,1

18,2,0,0.03918783422459893,0

17,0,2,0.015248281130634072,0

17,0,0,0.012440191387559809,0

17,0,0,0.03827751196172249,0

18,0,0,0.04419191919191919,1

17,2,0,0.12044817927170869,0

17,0,2,0.01906035141329259,1

16,1,2,0.047619047619047616,0
